,0,1,2
9185,11,567,0
9186,23,650,0
9187,1034,1626,0
9189,1188,1664,0
9191,1190,1651,0
9193,127,659,0
9196,101,648,0
9197,16,684,0
9198,460,1694,1
9199,12,649,0
9202,1071,1630,0
9203,388,1830,1
9205,14,512,0
9206,1085,1606,0
9207,340,1598,1
9208,1020,1625,0
9209,782,1656,1
9210,1117,1657,0
9213,74,562,0
9215,198,661,0
9216,348,1568,1
9217,1098,1662,0
9218,188,611,0
9219,1039,1599,0
9221,1001,1544,0
9222,161,624,0
9224,350,1954,1
9225,1183,1539,0
9227,96,690,0
9230,39,599,0
9232,55,580,0
9234,1094,1643,0
9239,24,682,0
9240,714,1578,1
9241,1113,1696,0
9242,336,1628,1
9243,81,531,0
9244,1102,1524,0
9245,126,562,0
9247,710,1846,1
9248,618,1440,1
9249,72,613,0
9250,342,1590,1
9254,346,1584,1
9255,312,1660,1
9257,141,678,0
9258,1111,1562,0
9261,20,665,0
9263,156,548,0
9264,56,628,0
9265,131,565,0
9266,191,562,0
9267,1194,1551,0
9269,326,1570,1
9271,1048,1515,0
9272,1025,1599,0
9273,57,550,0
9274,420,1670,1
9276,1118,1680,0
9277,94,638,0
9279,1100,1531,0
9280,1166,1593,0
9283,1023,1649,0
9284,1157,1634,0
9285,1039,1564,0
9286,800,1452,1
9287,68,617,0
9288,766,1656,1
9289,195,529,0
9291,1034,1661,0
9292,316,1408,1
9294,31,625,0
9295,1200,1572,0
9296,157,537,0
9297,730,1532,1
9301,166,522,0
9302,1065,1589,0
9305,1143,1658,0
9307,342,1598,1
9308,1029,1524,0
9309,151,623,0
9310,36,532,0
9312,165,571,0
9313,744,1640,1
9314,746,1598,1
9316,1076,1608,0
9319,67,617,0
9321,378,1550,1
9322,1125,1562,0
9324,176,529,0
9325,1093,1696,0
9326,324,1612,1
9329,1142,1679,0
9330,1096,1519,0
9333,90,514,0
9336,169,590,0
9337,186,505,0
9338,150,694,0
9340,338,1518,1
9341,580,1660,1
9344,186,643,0
9346,28,527,0
9347,1038,1591,0
9348,1164,1570,0
9350,178,576,0
9351,92,551,0
9353,129,501,0
9354,1050,1653,0
9357,1024,1681,0
9358,58,694,0
9359,1059,1568,0
9360,1100,1675,0
9361,722,1688,1
9363,1111,1528,0
9364,708,1728,1
9365,122,691,0
9366,1111,1541,0
9367,416,1536,1
9369,30,642,0
9373,1082,1639,0
9374,1038,1592,0
9375,428,1944,1
9376,1067,1556,0
9377,188,581,0
9378,97,534,0
9379,1091,1607,0
9380,27,620,0
9381,1054,1512,0
9382,70,681,0
9383,1120,1530,0
9384,768,1696,1
9385,198,630,0
9386,1174,1607,0
9387,193,623,0
9388,392,1540,1
9390,139,553,0
9391,135,540,0
9396,76,538,0
9397,460,1700,1
9398,87,607,0
9401,142,578,0
9404,382,1522,1
9405,1016,1606,0
9406,173,617,0
9407,1068,1662,0
9408,1168,1685,0
9409,85,504,0
9412,4,530,0
9414,1026,1667,0
9415,1147,1588,0
9416,1169,1565,0
9418,1119,1578,0
9419,1176,1506,0
9420,420,1934,1
9422,468,1530,1
9423,1120,1527,0
9424,132,511,0
9425,196,659,0
9426,1065,1599,0
9428,1108,1519,0
9429,1155,1536,0
9430,1162,1583,0
9431,744,1874,1
9432,29,502,0
9433,580,1974,1
9434,356,1972,1
9436,402,1602,1
9438,80,570,0
9439,52,515,0
9441,776,1982,1
9442,188,675,0
9443,1100,1666,0
9444,1129,1630,0
9445,1062,1650,0
9446,176,511,0
9448,1065,1636,0
9449,1167,1568,0
9450,1150,1545,0
9451,27,531,0
9452,1129,1652,0
9455,179,534,0
9457,1055,1644,0
9458,422,1630,1
9459,470,1654,1
9460,3,593,0
9461,1092,1603,0
9462,1021,1587,0
9463,774,1680,1
9465,67,521,0
9466,36,591,0
9467,348,1586,1
9468,392,1570,1
9470,1087,1602,0
9471,356,1902,1
9472,416,1638,1
9473,1178,1516,0
9474,85,669,0
9475,1174,1688,0
9478,24,590,0
9479,198,556,0
9482,1046,1588,0
9483,180,642,0
9484,114,557,0
9485,782,1642,1
9486,1178,1622,0
9488,1101,1529,0
9489,127,676,0
9490,23,553,0
9491,73,530,0
9492,710,1548,1
9493,1047,1514,0
9494,64,531,0
9496,1166,1612,0
9502,1141,1519,0
9503,179,631,0
9504,23,518,0
9506,1061,1529,0
9507,736,1522,1
9509,760,1600,1
9510,83,632,0
9511,1081,1613,0
9514,60,603,0
9515,1147,1556,0
9517,1004,1555,0
9518,119,664,0
9519,1010,1664,0
9520,3,521,0
9521,1036,1553,0
9522,158,647,0
9524,15,641,0
9526,199,577,0
9529,77,665,0
9530,121,632,0
9531,89,626,0
9533,155,679,0
9534,1001,1604,0
9536,11,657,0
9537,420,1926,1
9538,1104,1532,0
9542,159,505,0
9543,43,575,0
9544,1089,1568,0
9547,1056,1612,0
9548,610,1774,1
9549,1134,1529,0
9552,82,660,0
9554,90,605,0
9555,462,1412,1
9556,170,590,0
9560,476,1702,1
9561,61,542,0
9563,1082,1587,0
9566,160,607,0
9567,308,1656,1
9568,1036,1531,0
9569,1085,1593,0
9571,722,1526,1
9575,798,1702,1
9576,134,558,0
9577,125,548,0
9578,85,597,0
9581,612,1454,1
9583,1090,1555,0
9584,1033,1634,0
9585,412,1810,1
9586,1101,1561,0
9587,480,1584,1
9588,145,535,0
9589,1038,1650,0
9590,78,626,0
9591,1064,1529,0
9592,1199,1570,0
9593,738,1524,1
9595,1164,1601,0
9596,1033,1660,0
9597,1190,1516,0
9599,64,554,0
9600,197,677,0
9602,386,1412,1
9603,35,589,0
9604,1078,1626,0
9605,47,580,0
9608,1123,1605,0
9609,580,1856,1
9610,76,687,0
9611,618,1750,1
9612,1179,1552,0
9613,181,642,0
9614,1134,1591,0
9616,372,1578,1
9617,1064,1570,0
9618,430,1560,1
9619,1093,1529,0
9620,1143,1566,0
9621,1193,1562,0
9623,1177,1676,0
9625,145,564,0
9626,62,665,0
9629,82,652,0
9631,1158,1639,0
9633,1012,1596,0
9634,59,582,0
9635,1002,1651,0
9636,1122,1608,0
9637,780,1860,1
9639,380,1600,1
9640,350,1408,1
9644,67,640,0
9647,784,1860,1
9648,332,1598,1
9651,728,1534,1
9652,101,649,0
9653,189,679,0
9655,53,597,0
9657,188,680,0
9659,352,1542,1
9661,1012,1664,0
9662,106,624,0
9664,306,1534,1
9667,77,584,0
9668,1153,1623,0
9670,412,1578,1
9673,434,1600,1
9675,1187,1587,0
9678,1137,1691,0
9679,1128,1609,0
9680,1083,1582,0
9683,18,552,0
9684,1100,1591,0
9685,1081,1672,0
9686,1060,1546,0
9687,414,1926,1
9688,1063,1549,0
9689,130,508,0
9690,1009,1579,0
9692,29,556,0
9694,133,574,0
9695,15,681,0
9697,55,602,0
9698,1049,1591,0
9699,1160,1692,0
9704,92,695,0
9706,1151,1541,0
9709,1144,1550,0
9711,458,1610,1
9712,121,628,0
9713,68,637,0
9714,318,1818,1
9715,1053,1552,0
9716,390,1690,1
9719,108,579,0
9720,149,662,0
9721,157,523,0
9722,165,547,0
9725,482,1688,1
9726,440,1576,1
9728,1136,1551,0
9731,44,505,0
9732,56,516,0
9733,1139,1677,0
9734,45,650,0
9735,26,628,0
9736,179,700,0
9737,484,1866,1
9739,320,1618,1
9741,386,1590,1
9742,104,672,0
9743,708,1918,1
9744,10,512,0
9746,48,525,0
9747,1128,1652,0
9748,386,1564,1
9749,1177,1661,0
9751,176,598,0
9754,70,633,0
9758,1144,1554,0
9759,111,609,0
9760,147,583,0
9763,31,510,0
9764,48,629,0
9765,358,1528,1
9766,1198,1629,0
9768,45,655,0
9770,1175,1575,0
9773,1164,1615,0
9774,1086,1693,0
9775,1012,1604,0
9776,1091,1667,0
9777,140,525,0
9778,62,672,0
9779,147,581,0
9781,22,658,0
9782,87,526,0
9783,800,1458,1
9784,1145,1643,0
9785,166,506,0
9786,1090,1673,0
9787,133,535,0
9788,760,1420,1
9789,462,1636,1
9791,484,1656,1
9793,157,580,0
9796,752,1890,1
9797,67,666,0
9800,340,1500,1
9801,136,571,0
9802,460,1562,1
9803,110,528,0
9805,183,591,0
9808,772,1534,1
9810,316,1562,1
9811,388,1666,1
9812,129,662,0
9813,1028,1675,0
9814,164,610,0
9816,123,574,0
9817,742,1700,1
9818,400,1566,1
9821,66,547,0
9822,452,1658,1
9823,1194,1597,0
9824,187,581,0
9826,69,658,0
9827,1171,1515,0
9828,1173,1681,0
9829,144,552,0
9830,708,1996,1
9832,310,1516,1
9833,320,1534,1
9835,714,1658,1
9836,137,637,0
9837,176,672,0
9838,1124,1644,0
9839,1198,1578,0
9840,1190,1611,0
9843,1094,1563,0
9844,436,1630,1
9845,81,506,0
9846,21,699,0
9849,748,1874,1
9851,328,1544,1
9852,352,1682,1
9853,790,1538,1
9854,424,1572,1
9855,123,683,0
9857,434,1700,1
9858,77,581,0
9859,197,528,0
9861,154,643,0
9862,170,552,0
9863,150,619,0
9864,83,645,0
9865,1022,1595,0
9866,760,1632,1
9867,1121,1692,0
9869,30,519,0
9871,1007,1604,0
9872,55,533,0
9873,87,653,0
9875,1051,1688,0
9876,115,518,0
9877,322,1778,1
9879,186,553,0
9880,23,576,0
9882,402,1444,1
9883,199,593,0
9886,1069,1669,0
9887,532,1582,1
9888,43,625,0
9889,418,1628,1
9890,1118,1580,0
9891,173,526,0
9892,82,503,0
9895,176,682,0
9897,117,669,0
9898,792,1654,1
9900,62,521,0
9901,1183,1647,0
9902,1164,1626,0
9903,187,688,0
9904,1026,1534,0
9905,1184,1696,0
9906,26,620,0
9908,580,1676,1
9910,1058,1555,0
9911,1131,1641,0
9912,404,1596,1
9913,424,1514,1
9914,132,648,0
9915,356,1996,1
9916,1006,1630,0
9917,1105,1520,0
9918,800,1944,1
9919,75,586,0
9920,734,1696,1
9921,27,545,0
9925,1180,1584,0
9926,1118,1633,0
9929,52,564,0
9931,73,513,0
9933,175,584,0
9934,728,1584,1
9935,55,648,0
9936,1014,1570,0
9937,1019,1680,0
9939,776,1532,1
9940,1033,1612,0
9943,1185,1530,0
9945,164,658,0
9946,15,545,0
9947,170,577,0
9949,1150,1514,0
9952,1067,1647,0
9954,470,1544,1
9955,1194,1519,0
9956,102,676,0
9957,444,1606,1
9959,91,628,0
9960,1179,1524,0
9961,68,549,0
9963,1100,1586,0
9964,162,646,0
9968,1057,1586,0
9970,9,530,0
9971,190,539,0
9972,60,548,0
9973,77,567,0
9974,197,574,0
9975,1048,1666,0
9976,1025,1598,0
9977,40,661,0
9978,120,666,0
9980,1117,1609,0
9982,1066,1501,0
9983,1158,1576,0
9985,432,1608,1
9986,1153,1657,0
9987,1118,1692,0
9988,61,623,0
9989,774,1454,1
9990,29,635,0
9992,1197,1692,0
9994,1194,1593,0
9995,1131,1637,0
9997,1151,1664,0
9998,1173,1579,0
9999,324,1650,1
10001,13,626,0
10002,1062,1633,0
10003,1141,1636,0
10004,148,633,0
10005,12,566,0
10006,328,1568,1
10007,1057,1635,0
10008,175,597,0
10011,70,571,0
10012,1157,1599,0
10013,784,1562,1
10015,314,1558,1
10018,1168,1542,0
10019,414,1488,1
10020,1067,1668,0
10021,1130,1606,0
10022,184,625,0
10023,117,542,0
10025,618,1670,1
10026,147,683,0
10027,408,1644,1
10028,486,1582,1
10029,1193,1647,0
10031,164,693,0
10032,186,698,0
10033,37,606,0
10034,380,1780,1
10035,190,573,0
10036,1048,1698,0
10037,35,596,0
10038,171,536,0
10042,734,1670,1
10043,155,606,0
10045,532,1676,1
10047,1121,1674,0
10048,65,589,0
10050,138,519,0
10054,460,1642,1
10055,185,628,0
10057,1091,1618,0
10058,1079,1670,0
10061,1126,1608,0
10062,1052,1697,0
10063,92,681,0
10065,1012,1585,0
10066,1012,1643,0
10069,460,1672,1
10070,426,1580,1
10071,316,1842,1
10072,1167,1558,0
10076,1102,1570,0
10077,1027,1689,0
10078,111,616,0
10079,1013,1679,0
10080,146,673,0
10081,746,1692,1
10082,350,1716,1
10083,94,625,0
10085,15,638,0
10088,1135,1573,0
10089,25,668,0
10091,386,1602,1
10092,26,699,0
10093,2,685,0
10094,580,1442,1
10095,172,573,0
10098,782,1864,1
10099,1099,1571,0
10102,1193,1535,0
10103,36,536,0
10104,300,1622,1
10105,1179,1644,0
10107,120,520,0
10108,1045,1517,0
10110,1115,1610,0
10113,83,558,0
10114,1119,1656,0
10117,1127,1699,0
10118,97,549,0
10120,1121,1616,0
10121,10,556,0
10122,1161,1522,0
10123,146,646,0
10124,1137,1563,0
10127,25,547,0
10128,476,1692,1
10129,1114,1588,0
10131,128,669,0
10133,155,590,0
10137,1049,1549,0
10138,1095,1539,0
10139,752,1848,1
10140,87,581,0
10141,1153,1543,0
10142,183,583,0
10143,376,1548,1
10144,374,1452,1
10145,75,580,0
10146,1150,1657,0
10147,1083,1684,0
10148,14,580,0
10149,1050,1580,0
10151,800,1638,1
10152,124,546,0
10153,144,529,0
10155,1178,1617,0
10156,1042,1644,0
10157,402,1694,1
10158,1145,1677,0
10163,195,634,0
10164,146,657,0
10165,1083,1682,0
10167,726,1662,1
10168,794,1608,1
10170,792,1666,1
10171,420,1698,1
10172,328,1978,1
10173,1032,1531,0
10174,728,1698,1
10176,508,1596,1
10178,1172,1573,0
10181,60,539,0
10183,171,649,0
10184,58,572,0
10185,61,565,0
10187,17,593,0
10188,418,1648,1
10190,11,564,0
10191,1063,1520,0
10192,1046,1650,0
10193,1196,1690,0
10194,1067,1663,0
10195,52,570,0
10198,22,513,0
10199,89,650,0
10200,1166,1505,0
10201,1080,1587,0
10203,1159,1531,0
10204,119,601,0
10205,88,507,0
10206,1099,1561,0
10207,149,642,0
10208,446,1562,1
10209,1066,1647,0
10210,1049,1581,0
10211,189,645,0
10212,43,606,0
10213,149,543,0
10215,346,1438,1
10216,1081,1655,0
10217,1089,1536,0
10218,153,585,0
10220,748,1822,1
10221,1192,1689,0
10223,198,625,0
10224,158,689,0
10225,1049,1686,0
10226,1152,1521,0
10227,119,559,0
10228,304,1562,1
10229,1035,1577,0
10230,748,1644,1
10232,1060,1589,0
10233,132,688,0
10234,147,567,0
10235,128,621,0
10236,1012,1681,0
10237,1055,1692,0
10239,404,1590,1
10241,1094,1576,0
10242,470,1600,1
10243,1166,1587,0
10244,6,591,0
10245,532,1418,1
10246,1022,1563,0
10247,1135,1560,0
10250,1034,1664,0
10251,126,579,0
10253,712,1694,1
10254,1093,1509,0
10255,1075,1643,0
10257,1128,1516,0
10258,476,1674,1
10261,1049,1573,0
10264,1001,1563,0
10265,100,660,0
10268,488,1622,1
10269,704,1512,1
10270,322,1576,1
10273,27,698,0
10274,402,1676,1
10275,1049,1521,0
10276,1110,1697,0
10277,1069,1578,0
10278,46,608,0
10280,1044,1552,0
10283,100,546,0
10286,17,611,0
10287,1154,1644,0
10288,41,593,0
10290,728,1570,1
10291,1035,1620,0
10293,1026,1635,0
10295,778,1626,1
10296,612,1484,1
10297,11,687,0
10299,148,589,0
10303,1030,1646,0
10304,1043,1513,0
10305,1140,1679,0
10306,107,657,0
10307,1163,1636,0
10309,135,543,0
10311,1111,1503,0
10312,338,1536,1
10314,1100,1575,0
10315,1016,1620,0
10320,1095,1700,0
10322,1167,1543,0
10323,1176,1526,0
10324,786,1642,1
10327,322,1688,1
10329,143,638,0
10331,424,1516,1
10333,1006,1596,0
10337,1174,1608,0
10338,72,507,0
10339,374,1592,1
10341,1101,1508,0
10342,756,1592,1
10343,1068,1660,0
10344,474,1504,1
10345,99,585,0
10346,18,563,0
10351,334,1562,1
10352,79,567,0
10353,1083,1592,0
10354,1,661,0
10355,472,1624,1
10356,1110,1592,0
10358,390,1630,1
10360,1147,1660,0
10361,484,1876,1
10362,90,522,0
10365,100,509,0
10366,1135,1540,0
10367,1004,1621,0
10368,1093,1542,0
10369,44,607,0
10370,414,1910,1
10371,65,620,0
10372,199,669,0
10373,31,640,0
10375,752,1408,1
10376,20,678,0
10378,1010,1564,0
10379,165,605,0
10380,1150,1600,0
10382,128,562,0
10383,1015,1532,0
10384,1060,1504,0
10389,102,509,0
10390,19,649,0
10392,115,573,0
10394,1049,1586,0
10395,90,619,0
10396,8,654,0
10398,754,1846,1
10401,798,1986,1
10403,1028,1638,0
10404,183,529,0
10406,11,680,0
10407,138,656,0
10408,1118,1605,0
10409,158,660,0
10410,56,512,0
10411,1143,1686,0
10413,364,1586,1
10415,105,560,0
10416,1065,1557,0
10417,1071,1609,0
10418,768,1500,1
10419,95,656,0
10420,1111,1619,0
10424,1001,1543,0
10425,1142,1503,0
10426,139,567,0
10427,1183,1680,0
10428,1124,1610,0
10430,1129,1671,0
10432,1113,1628,0
10433,618,1958,1
10435,790,1678,1
10437,498,1708,1
10438,1176,1655,0
10439,1177,1634,0
10440,69,598,0
10441,136,529,0
10442,92,568,0
10443,1027,1509,0
10444,179,639,0
10445,162,658,0
10447,1094,1504,0
10448,780,1606,1
10449,300,1598,1
10450,1029,1625,0
10454,732,1578,1
10455,200,571,0
10456,730,1874,1
10457,1002,1553,0
10458,145,551,0
10459,63,504,0
10463,112,668,0
10465,137,612,0
10466,1144,1664,0
10467,304,1640,1
10468,1025,1541,0
10470,103,613,0
10471,1042,1614,0
10472,130,651,0
10473,149,617,0
10474,340,1562,1
10475,52,692,0
10476,3,578,0
10479,1115,1593,0
10480,22,580,0
10481,1057,1665,0
10483,149,694,0
10485,334,1510,1
10486,1078,1675,0
10487,92,533,0
10488,8,633,0
10489,1056,1670,0
10490,1098,1549,0
10491,1159,1691,0
10492,1120,1685,0
10493,1040,1597,0
10494,69,599,0
10496,129,583,0
10497,498,1604,1
10498,1134,1585,0
10500,138,619,0
10501,1104,1514,0
10502,1140,1680,0
10503,1023,1521,0
10505,318,1404,1
10506,59,649,0
10508,1164,1553,0
10509,784,1556,1
10511,171,502,0
10512,392,1564,1
10513,342,1618,1
10514,84,557,0
10518,154,670,0
10519,104,686,0
10522,91,686,0
10523,179,589,0
10525,1004,1691,0
10526,364,1612,1
10527,1008,1665,0
10529,780,1594,1
10530,1088,1567,0
10531,776,1932,1
10532,618,1744,1
10534,332,1540,1
10535,452,1564,1
10536,173,659,0
10539,1135,1622,0
10540,47,504,0
10541,1182,1528,0
10543,392,1640,1
10545,1145,1522,0
10546,111,581,0
10547,96,569,0
10548,682,1836,1
10549,12,532,0
10550,26,515,0
10551,11,656,0
10552,734,1620,1
10553,1071,1589,0
10555,100,640,0
10557,1133,1627,0
10558,149,597,0
10559,1102,1584,0
10560,380,1678,1
10561,22,664,0
10562,704,1550,1
10563,1106,1681,0
10564,198,565,0
10565,62,634,0
10566,1085,1523,0
10570,462,1600,1
10572,1167,1536,0
10573,1024,1672,0
10574,1014,1540,0
10575,1131,1587,0
10576,1113,1562,0
10578,1078,1648,0
10579,1086,1578,0
10581,60,604,0
10582,1168,1676,0
10584,796,1702,1
10587,119,665,0
10588,25,570,0
10589,57,635,0
10590,714,1624,1
10592,458,1606,1
10594,1179,1688,0
10597,65,560,0
10598,356,1514,1
10599,772,1658,1
10600,143,564,0
10601,136,591,0
10602,169,667,0
10603,384,1520,1
10605,1171,1561,0
10607,400,1558,1
10608,1002,1538,0
10610,184,537,0
10615,1080,1667,0
10617,1097,1661,0
10618,448,1810,1
10619,1105,1671,0
10620,1129,1501,0
10621,1075,1669,0
10623,1020,1644,0
10625,57,630,0
10626,46,539,0
10628,1047,1664,0
10629,1091,1571,0
10630,1062,1618,0
10631,1072,1675,0
10632,28,563,0
10633,114,668,0
10637,101,503,0
10639,142,595,0
10640,1173,1516,0
10641,93,586,0
10642,185,607,0
10644,67,644,0
10648,1104,1501,0
10650,91,558,0
10651,1092,1586,0
10652,1088,1584,0
10653,31,586,0
10658,147,672,0
10659,2,566,0
10660,127,576,0
10662,774,1798,1
10664,1054,1657,0
10665,1023,1694,0
10666,1066,1505,0
10667,508,1668,1
10668,720,1680,1
10669,8,680,0
10671,1054,1683,0
10672,189,588,0
10673,1118,1587,0
10674,66,686,0
10676,40,654,0
10678,1118,1694,0
10679,94,661,0
10680,612,1654,1
10682,174,546,0
10686,136,639,0
10687,1195,1679,0
10689,173,573,0
10690,141,628,0
10692,320,1532,1
10693,486,1864,1
10695,1193,1575,0
10696,108,613,0
10697,1088,1606,0
10699,1132,1635,0
10703,1031,1671,0
10704,68,511,0
10705,29,559,0
10706,1130,1549,0
10707,1173,1602,0
10708,34,665,0
10710,368,1628,1
10711,1029,1612,0
10713,1005,1540,0
10715,756,1626,1
10717,722,1412,1
10718,1132,1634,0
10719,61,509,0
10722,40,570,0
10723,302,1588,1
10725,452,1748,1
10727,418,1868,1
10728,752,1638,1
10729,1036,1575,0
10730,151,631,0
10731,1051,1644,0
10732,1137,1544,0
10733,1113,1684,0
10734,167,553,0
10735,138,649,0
10736,123,694,0
10739,28,683,0
10740,36,683,0
10741,436,1656,1
10742,484,1802,1
10744,10,601,0
10745,1099,1633,0
10746,436,1486,1
10747,618,1516,1
10748,192,549,0
10749,1182,1562,0
10750,161,618,0
10754,374,1778,1
10755,720,1516,1
10756,1083,1638,0
10758,14,658,0
10761,1188,1532,0
10762,1140,1544,0
10763,772,1632,1
10764,1153,1679,0
10765,1117,1607,0
10766,354,1660,1
10767,199,665,0
10769,702,1560,1
10771,190,700,0
10773,60,640,0
10774,132,689,0
10775,1141,1585,0
10777,86,688,0
10779,464,1600,1
10780,192,678,0
10781,1157,1605,0
10783,1005,1545,0
10784,1181,1535,0
10785,1169,1646,0
10786,1200,1638,0
10787,150,545,0
10788,128,650,0
10792,398,1978,1
10793,1176,1520,0
10794,137,587,0
10795,1033,1614,0
10796,338,1912,1
10797,1159,1617,0
10798,97,617,0
10799,57,541,0
10800,1143,1688,0
10802,35,656,0
10803,150,669,0
10804,93,520,0
10806,474,1578,1
10807,1197,1659,0
10808,1048,1611,0
10809,190,553,0
10811,532,1408,1
10812,470,1520,1
10814,124,657,0
10815,1163,1512,0
10816,47,568,0
10817,1049,1536,0
10818,1167,1588,0
10819,314,1628,1
10821,1018,1570,0
10822,1111,1515,0
10823,62,532,0
10825,484,1582,1
10826,198,549,0
10828,706,1560,1
10829,1106,1568,0
10830,113,622,0
10832,1177,1522,0
10833,180,638,0
10834,1076,1572,0
10835,158,634,0
10836,176,510,0
10837,374,1564,1
10838,1159,1541,0
10839,152,691,0
10840,446,1634,1
10842,1194,1554,0
10843,338,1432,1
10845,114,655,0
10846,776,1522,1
10847,180,503,0
10849,770,1656,1
10853,332,1626,1
10855,1199,1584,0
10856,98,592,0
10857,1086,1531,0
10859,1094,1693,0
10861,15,659,0
10862,1158,1653,0
10863,326,1640,1
10866,1152,1565,0
10867,1002,1626,0
10868,1010,1696,0
10869,1162,1534,0
10870,780,1526,1
10873,117,663,0
10874,61,691,0
10876,472,1696,1
10877,51,669,0
10878,1142,1694,0
10880,71,514,0
10882,1002,1539,0
10883,1002,1506,0
10884,1023,1559,0
10885,182,588,0
10886,1180,1535,0
10887,144,693,0
10889,706,1412,1
10890,1147,1663,0
10891,492,1622,1
10892,1146,1624,0
10893,14,638,0
10895,754,1610,1
10896,1172,1647,0
10897,43,647,0
10898,1192,1635,0
10899,332,1612,1
10901,484,1996,1
10902,488,1692,1
10903,1098,1580,0
10904,474,1968,1
10905,104,688,0
10906,195,601,0
10913,1067,1555,0
10917,480,1412,1
10918,1106,1603,0
10922,380,1626,1
10923,1031,1677,0
10924,1020,1626,0
10925,186,613,0
10926,768,1550,1
10927,1167,1696,0
10928,189,620,0
10929,54,525,0
10930,1159,1532,0
10932,169,671,0
10934,370,1698,1
10935,1030,1607,0
10937,188,527,0
10939,1175,1569,0
10940,1070,1639,0
10941,10,543,0
10942,161,599,0
10943,750,1544,1
10944,1160,1571,0
10945,1087,1593,0
10947,1137,1550,0
10952,778,1526,1
10953,1191,1590,0
10955,1102,1557,0
10956,125,546,0
10957,1070,1583,0
10958,318,1876,1
10959,197,568,0
10960,1182,1520,0
10962,1139,1620,0
10964,7,700,0
10966,88,689,0
10967,398,1608,1
10968,128,649,0
10969,1189,1640,0
10972,1136,1607,0
10973,1074,1629,0
10975,1071,1607,0
10976,59,534,0
10977,143,551,0
10978,59,594,0
10979,1010,1539,0
10980,192,617,0
10981,90,520,0
10982,21,579,0
10984,1096,1559,0
10985,20,581,0
10988,1105,1506,0
10990,738,1898,1
10992,1183,1691,0
10993,1137,1652,0
10996,1037,1634,0
10997,1166,1526,0
10998,1066,1544,0
10999,1068,1690,0
11000,30,640,0
11001,166,543,0
11002,174,528,0
11005,1034,1700,0
11006,388,1616,1
11007,161,661,0
11009,1042,1678,0
11010,127,589,0
11011,22,630,0
11012,432,1606,1
11015,3,583,0
11017,13,654,0
11018,1039,1579,0
11019,155,670,0
11020,444,1602,1
11022,338,1824,1
11031,42,539,0
11032,508,1678,1
11033,1190,1654,0
11034,580,1888,1
11035,402,1614,1
11036,1048,1622,0
11038,1080,1649,0
11039,1082,1513,0
11040,13,590,0
11044,57,668,0
11050,1058,1698,0
11051,786,1606,1
11052,1121,1596,0
11053,1096,1692,0
11054,169,609,0
11055,1182,1503,0
11056,1079,1628,0
11057,1037,1501,0
11058,13,685,0
11060,1196,1608,0
11062,1082,1512,0
11063,40,643,0
11064,1117,1608,0
11066,1009,1659,0
11067,792,1640,1
11068,494,1860,1
11071,60,589,0
11073,91,509,0
11074,1128,1634,0
11075,1073,1512,0
11079,1013,1648,0
11081,1189,1520,0
11082,1163,1667,0
11083,115,639,0
11084,402,1924,1
11085,138,527,0
11087,1051,1536,0
11088,1088,1690,0
11091,484,1756,1
11092,1007,1660,0
11093,183,675,0
11094,508,1992,1
11095,496,1696,1
11096,186,681,0
11097,1156,1673,0
11099,1089,1626,0
11101,132,661,0
11102,61,536,0
11104,496,1538,1
11106,1162,1611,0
11107,458,1850,1
11109,1092,1609,0
11110,1052,1608,0
11111,1133,1536,0
11113,1144,1670,0
11114,1129,1676,0
11115,490,1554,1
11116,424,1512,1
11117,71,552,0
11118,516,1992,1
11119,129,617,0
11120,774,1824,1
11122,1090,1660,0
11123,1012,1641,0
11124,482,1558,1
11125,1123,1669,0
11128,1174,1660,0
11129,1117,1613,0
11130,420,1920,1
11131,182,599,0
11132,472,1568,1
11133,40,562,0
11134,1077,1591,0
11135,494,1692,1
11136,1034,1654,0
11138,770,1526,1
11139,716,1612,1
11140,14,552,0
11141,1091,1691,0
11142,1097,1565,0
11144,1041,1659,0
11146,18,519,0
11149,1199,1583,0
11150,760,1652,1
11151,145,528,0
11154,1097,1570,0
11155,1011,1537,0
11156,137,570,0
11157,63,599,0
11158,80,531,0
11159,184,626,0
11162,1174,1680,0
11163,90,579,0
11164,71,604,0
11165,72,641,0
11168,156,679,0
11169,51,650,0
11171,494,1508,1
11172,1033,1601,0
11176,1099,1522,0
11178,780,1646,1
11179,610,1442,1
11180,44,530,0
11181,442,1620,1
11184,149,503,0
11185,187,665,0
11187,376,1628,1
11188,51,531,0
11189,185,553,0
11190,322,1954,1
11191,1170,1670,0
11192,790,1620,1
11193,12,625,0
11194,14,609,0
11196,39,572,0
11198,358,1622,1
11199,175,527,0
11200,1197,1647,0
11201,1025,1625,0
11202,81,606,0
11204,444,1644,1
11206,77,508,0
11207,1196,1561,0
11208,123,505,0
11210,105,500,0
11211,1037,1698,0
11212,710,1654,1
11215,1195,1550,0
11216,1023,1618,0
11217,1163,1607,0
11219,462,1692,1
11221,1157,1691,0
11222,168,611,0
11223,79,603,0
11225,1171,1628,0
11227,24,549,0
11229,338,1558,1
11230,161,659,0
11231,1077,1522,0
11234,440,1660,1
11235,458,1464,1
11236,73,697,0
11237,1096,1695,0
11238,1189,1575,0
11240,1077,1619,0
11241,1028,1687,0
11242,47,624,0
11243,6,697,0
11244,1058,1659,0
11245,1088,1598,0
11246,112,502,0
